1620161935, 213214, 2098 
1620161935, 213932, 2623 
1620161935, 214458, 2885 
1620161935, 214854, 2967 
1620161935, 215214, 2928 
1620161935, 215554, 2811 
1620161935, 215892, 2647 
1620161935, 216218, 2456 
1620161935, 216570, 2255 
1620161935, 216894, 2052 
1620161937, 271825, 1854 
1620161937, 272111, 1667 
1620161937, 272417, 1492 
1620161937, 272771, 1331 
1620161937, 273239, 1183 
1620161937, 273606, 1049 
1620161937, 273907, 929 
1620161937, 274194, 821 
1620161937, 274481, 724 
1620161937, 274805, 638 
1620161937, 275032, 561 
1620161937, 275329, 494 
1620161937, 275675, 434 
1620161937, 276951, 381 
1620161937, 277275, 335 
1620161937, 277594, 294 
1620161937, 277964, 258 
1620161937, 538800, 225 
1620161937, 539263, 198 
1620161937, 539876, 174 
1620161937, 540464, 152 
1620161937, 540861, 133 
1620161937, 541191, 116 
1620161937, 541577, 102 
1620161937, 541917, 90 
1620161937, 542230, 78 
1620161937, 542595, 69 
1620161937, 542998, 61 
1620161937, 606679, 53 
1620161937, 607063, 46 
1620161937, 607510, 40 
1620161937, 607944, 35 
1620161937, 608332, 30 
1620161937, 608824, 27 
1620161937, 609234, 24 
1620161937, 609616, 22 
1620161937, 609950, 19 
1620161937, 610301, 17 
1620161937, 610657, 15 
1620161937, 611121, 13 
1620161937, 611552, 11 
1620161937, 611971, 10 
1620161937, 612390, 9 
1620161937, 612854, 8 
1620161937, 613323, 7 
1620161937, 613768, 6 
1620161937, 614166, 6 
1620161937, 614489, 5 
1620161937, 614844, 4 
1620161937, 615231, 4 
1620161937, 636329, 4 
1620161937, 636620, 5 
1620161937, 643927, 4 
1620161937, 644581, 4 
1620161937, 645169, 4 
1620161937, 645613, 3 
1620161937, 646002, 3 
1620161937, 646392, 3 
1620161937, 646734, 3 
1620161937, 647082, 3 
1620161937, 647430, 3 
1620161937, 649124, 3 
1620161937, 649582, 3 
1620161937, 649984, 3 
1620161937, 650431, 3 
1620161937, 650811, 3 
1620161937, 651093, 3 
1620161937, 651366, 3 
1620161937, 655964, 3 
1620161937, 656271, 3 
1620161937, 656739, 2 
1620161937, 660416, 2 
1620161937, 660947, 2 
1620161937, 661494, 2 
1620161937, 672849, 13 
1620161937, 673280, 20 
1620161937, 673685, 24 
1620161937, 675097, 22 
1620161937, 675474, 20 
1620161937, 675816, 18 
1620161937, 676159, 16 
1620161937, 676480, 15 
1620161937, 676850, 13 
1620161937, 677232, 12 
1620161937, 677638, 11 
1620161937, 678502, 9 
1620161937, 678955, 7 
1620161937, 679418, 6 
1620161937, 679819, 5 
1620161937, 680224, 5 
1620161937, 680653, 4 
1620161937, 681033, 4 
1620161937, 681408, 3 
1620161937, 681787, 3 
1620161937, 682141, 3 
1620161937, 682473, 3 
1620161937, 682796, 2 
1620161937, 683241, 2 
1620161937, 683659, 2 
1620161937, 684023, 2 
1620161937, 684494, 2 
1620161937, 686286, 3 
1620161937, 691726, 3 
1620161937, 702480, 3 
1620161937, 707157, 3 
1620161937, 707806, 3 
1620161937, 708323, 3 
1620161937, 708751, 3 
1620161937, 709162, 3 
1620161937, 714477, 3 
1620161937, 714869, 3 
1620161937, 715179, 3 
1620161937, 715540, 3 
1620161937, 715913, 3 
1620161937, 716304, 3 
1620161937, 716690, 3 
1620161937, 717041, 3 
1620161937, 717403, 3 
1620161937, 717747, 3 
1620161937, 718238, 3 
1620161937, 718545, 3 
1620161937, 719021, 3 
1620161937, 719504, 3 
1620161937, 725154, 3 
1620161937, 725566, 3 
1620161937, 727499, 4 
1620161937, 731557, 7 
1620161937, 732051, 11 
1620161937, 746618, 9 
1620161937, 747228, 8 
1620161937, 747893, 7 
1620161937, 748526, 6 
1620161937, 749080, 6 
1620161937, 749554, 5 
1620161937, 756524, 5 
1620161937, 757101, 4 
1620161937, 757688, 4 
1620161937, 764751, 8 
1620161937, 765198, 12 
1620161937, 765596, 12 
1620161937, 765852, 11 
1620161937, 766151, 10 
1620161937, 778044, 9 
1620161937, 778447, 8 
1620161937, 778832, 8 
1620161937, 788598, 7 
1620161937, 789021, 7 
1620161937, 794142, 9 
1620161937, 794619, 11 
1620161937, 829314, 10 
1620161937, 841630, 10 
1620161937, 842015, 9 
1620161937, 842246, 8 
1620161937, 842550, 7 
1620161937, 851346, 6 
1620161937, 851820, 5 
1620161937, 852197, 5 
1620161937, 853687, 4 
1620161937, 857654, 7 
1620161937, 858176, 10 
1620161937, 858682, 10 
1620161937, 871100, 9 
